
"['2023-02-16 12:25:34, 2022-08-18 01:28:26, 2022-08-12 15:58:02, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 2022-08-12 15:58:02, Причина выхода из строя ротора - повышенная вибрация т.2, 5 days, 19:38:10']"
"['2023-02-16 12:13:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 14:38:41, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 15:57:36, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 16:04:17, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 16:04:46, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 16:05:14, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 16:05:55, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 16:06:10, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 20:11:16, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 20:11:26, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 20:11:38, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 20:11:50, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 20:12:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 20:24:10, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 20:24:22, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 20:28:13, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:04:55, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:05:50, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:07:32, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:07:57, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:08:33, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:08:53, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:14:28, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:16:08, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:16:25, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:17:43, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:26:46, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:28:37, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:29:25, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:29:34, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:30:08, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:30:20, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:31:29, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:31:36, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:31:44, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:53:09, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:53:12, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:53:15, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:54:30, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:54:32, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:54:35, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:54:37, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 21:54:39, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:12:48, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:12:49, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:12:50, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:12:51, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:12:52, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:14:14, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:14:15, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:14:16, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:14:17, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:14:28, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:14:29, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:15:53, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:15:54, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:15:55, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:15:56, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:15:57, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:15:58, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:15:59, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:16:00, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:16:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:16:02, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:16:03, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:16:04, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:16:14, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:16:16, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:07:48, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:07:50, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:07:51, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:07:52, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
"['2023-02-17 22:07:53, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, 9999-02-01 01:01:01, Причина выхода из строя ротора - повышенная вибрация т.1, 9999-09-09']"
